SKU,UPC,Inventory On Hand, Livermore,Atlanta,Safety Lock Qty,Avilable For Channel Sales,Avilable For HPD Website,Hemming Allowed
BOCH-190303-108-GR,"797734456721","146","72","74","0","146","146","N"
BOCH-190303-120-GR,"797734456738","248","24","224","0","248","248","N"
BOCH-201304,"","477","","","0","0","0","N"
BOCH-201304-84,"799665815080","52","22","30","0","52","52","N"
BOCH-201304-96,"799665815097","129","50","79","0","129","129","N"
BOCH-201304-108,"799665815103","187","38","149","0","187","187","N"
BOCH-201304-120,"799665815110","109","0","109","0","109","109","N"
BOCH-201304-CUS,"799665834012","0","0","0","0","0","0","N"
FHLCH-416020,"","327","","","0","0","0","N"
FHLCH-416020-84,"799665833329","43","0","43","0","43","43","N"
FHLCH-416020-96,"799665833336","117","0","117","0","117","117","N"
FHLCH-416020-108,"799665833343","106","0","106","0","106","106","N"
FHLCH-416020-120,"799665833350","61","0","61","0","61","61","N"
FHLCH-416020-CUS,"799418017259","0","0","0","0","0","0","N"
FHLCH-416018,"","383","","","0","0","0","N"
FHLCH-416018-84,"799665833206","53","0","53","0","53","53","N"
FHLCH-416018-96,"799665833213","137","0","137","0","137","137","N"
FHLCH-416018-108,"799665833220","125","0","125","0","125","125","N"
FHLCH-416018-120,"799665833237","68","0","68","0","68","68","N"
FHLCH-416018-CUS,"799418017211","0","0","0","0","0","0","N"
FHLCH-314043,"","123","","","0","0","0","N"
FHLCH-314043-84,"799665832728","25","0","25","0","25","25","N"
FHLCH-314043-96,"799665832735","44","0","44","0","44","44","N"
FHLCH-314043-108,"799665832742","33","0","33","0","33","33","N"
FHLCH-314043-120,"799665832759","21","0","21","0","21","21","N"
FHLCH-314043-CUS,"799418017051","0","0","0","0","0","0","N"
FHLCH-416017,"","237","","","0","0","0","N"
FHLCH-416017-84,"799665833145","60","0","60","0","60","60","N"
FHLCH-416017-96,"799665833152","96","0","96","0","96","96","N"
FHLCH-416017-108,"799665833169","81","0","81","0","81","81","N"
FHLCH-416017-120,"799665833176","0","0","0","0","0","0","N"
FHLCH-416017-CUS,"799418017198","0","0","0","0","0","0","N"
FHLCH-314047-SW,"799665832889","0","160","0","0","0","0","N"
FHLCH-314055-SW,"799665833060","0","155","0","0","0","0","N"
FHLCH-416018-SW,"799665833244","0","171","0","0","0","0","N"
FHLCH-314048-SW,"799665833428","157","157","0","0","157","157","N"
FHLCH-YL7178117,"","0","","","0","0","0","N"
FHLCH-YL7178117-84,"799665828417","0","0","0","0","0","0","N"
FHLCH-YL7178117-96,"799665828424","0","0","0","0","0","0","N"
FHLCH-YL7178117-108,"799665828448","0","0","0","0","0","0","N"
FHLCH-YL7178117-120,"799665828431","0","0","0","0","0","0","N"
FHLCH-YL7178117-CUS,"799665828455","0","0","0","0","0","0","N"
FHLCH-YL7178103,"","0","","","0","0","0","N"
FHLCH-YL7178103-84,"799665828578","55","0","55","0","55","55","N"
FHLCH-YL7178103-96,"799665828585","105","0","105","0","105","105","N"
FHLCH-YL7178103-108,"799665828608","112","0","112","0","112","112","N"
FHLCH-YL7178103-120,"799665828592","58","0","58","0","58","58","N"
FHLCH-YL7178103-CUS,"799665828615","0","0","0","0","0","0","N"
FHLCH-YL3010B,"","287","","","0","0","0","N"
FHLCH-YL3010B-84,"799665828974","38","0","38","0","38","38","N"
FHLCH-YL3010B-96,"799665828981","118","0","118","0","118","118","N"
FHLCH-YL3010B-108,"799665829001","131","0","131","0","131","131","N"
FHLCH-YL3010B-120,"799665828998","0","0","0","0","0","0","N"
FHLCH-YL3010B-CUS,"799665829018","0","0","0","0","0","0","N"
FHLCH-YL7178109-SW,"799665828554","198","34","198","0","198","198","N"
FHLCH-YL7176217-SW,"799665830083","35","35","198","0","35","35","N"
FHLCH-YL7178103-SW,"799665828639","34","34","198","0","34","34","N"
FHLCH-YL3008-SW,"799665828950","205","35","205","0","205","205","N"
LN-5179,"","47","","","0","0","0","N"
LN-5179-84,"799418018768","0","0","0","0","0","0","N"
LN-5179-96,"799418018775","24","0","24","0","24","24","N"
LN-5179-108,"799418018782","23","0","23","0","23","23","N"
LN-5179-120,"799418018799","0","0","0","0","0","0","N"
LN-5179-CUS,"799418018812","0","0","0","0","0","0","N"
LN-5100,"","0","","","0","0","0","N"
LN-5100-84,"799418018416","0","0","0","0","0","0","N"
LN-5100-96,"799418018423","0","0","0","0","0","0","N"
LN-5100-108,"799418018430","0","0","0","0","0","0","N"
LN-5100-120,"799418018447","0","0","0","0","0","0","N"
LN-5100-CUS,"799418018461","0","0","0","0","0","0","N"
LN-5175,"","50","","","0","0","0","N"
LN-5175-84,"799418018485","0","0","0","0","0","0","N"
LN-5175-96,"799418018492","22","0","22","0","22","22","N"
LN-5175-108,"799418018508","28","0","28","0","28","28","N"
LN-5175-120,"799418018515","0","0","0","0","0","0","N"
LN-5175-CUS,"799418018539","0","0","0","0","0","0","N"
LN-5177-SW,"799418018669","35","35","0","0","35","35","N"
LN-5000-SW,"799418018317","32","32","0","0","32","32","N"
CZCH-CTZ9,"","0","","","0","0","0","N"
CZCH-CTZ9-84,"610395221470","0","0","0","0","0","0","N"
CZCH-CTZ9-96,"610395221487","0","0","0","0","0","0","N"
CZCH-CTZ9-108,"610395221494","0","0","0","0","0","0","N"
CZCH-CTZ9-120,"610395221500","0","0","0","0","0","0","N"
CZCH-CTZ9-CUS,"799418017037","0","0","0","0","0","0","N"
CRC-MYTH72,"","0","","","0","0","0","N"
CRC-MYTH72-84,"799418017921","0","0","0","0","0","0","N"
CRC-MYTH72-96,"799418017938","0","0","0","0","0","0","N"
CRC-MYTH72-108,"799418017945","0","0","0","0","0","0","N"
CRC-MYTH72-120,"799418017952","0","0","0","0","0","0","N"
CRC-MYTH72-CUS,"799418017976","0","0","0","0","0","0","N"
CRC-MYTH809,"","0","","","0","0","0","N"
CRC-MYTH809-84,"799418018201","0","0","0","0","0","0","N"
CRC-MYTH809-96,"799418018218","0","0","0","0","0","0","N"
CRC-MYTH809-108,"799418018225","0","0","0","0","0","0","N"
CRC-MYTH809-120,"799418018232","0","0","0","0","0","0","N"
CRC-MYTH809-CUS,"799418018256","0","0","0","0","0","0","N"
CRC-MYTH79-SW,"799418017891","35","35","0","0","35","35","N"
CRC-MYTH809-SW,"799418018249","35","35","0","0","35","35","N"
PRTW-D27,"","235","","","0","0","0","N"
PRTW-D27-84,"799665826970","24","0","24","0","24","24","N"
PRTW-D27-96,"799665826987","87","0","87","0","87","87","N"
PRTW-D27-108,"799665827007","96","0","96","0","96","96","N"
PRTW-D27-120,"799665826994","28","0","28","0","28","28","N"
PRTW-D27-CUS,"799665827014","0","0","0","0","0","0","N"
PRTW-D33,"","77","","","0","0","0","N"
PRTW-D33-84,"799665827458","0","0","0","0","0","0","N"
PRTW-D33-96,"799665827465","0","0","0","0","0","0","N"
PRTW-D33-108,"799665827489","47","0","47","0","47","47","N"
PRTW-D33-120,"799665827472","30","0","30","0","30","30","N"
PRTW-D33-CUS,"799665827496","0","0","0","0","0","0","N"
PRTW-D29B,"","113","","","0","0","0","N"
PRTW-D29B-84,"799665827137","0","0","0","0","0","0","N"
PRTW-D29B-96,"799665827144","24","0","24","0","24","24","N"
PRTW-D29B-108,"799665827168","52","0","52","0","52","52","N"
PRTW-D29B-120,"799665827151","37","0","37","0","37","37","N"
PRTW-D29B-CUS,"799665827175","0","0","0","0","0","0","N"
PRTW-D26,"","98","","","0","0","0","N"
PRTW-D26-84,"799665826895","0","0","0","0","0","0","N"
PRTW-D26-96,"799665826901","0","0","0","0","0","0","N"
PRTW-D26-108,"799665826925","68","0","68","0","68","68","N"
PRTW-D26-120,"799665826918","30","0","30","0","30","30","N"
PRTW-D26-CUS,"799665826932","0","0","0","0","0","0","N"
PRTW-D31,"","203","","","0","0","0","N"
PRTW-D31-84,"799665827298","26","0","26","0","26","26","N"
PRTW-D31-96,"799665827304","61","0","61","0","61","61","N"
PRTW-D31-108,"799665827328","78","0","78","0","78","78","N"
PRTW-D31-120,"799665827311","38","0","38","0","38","38","N"
PRTW-D31-CUS,"799665827335","0","0","0","0","0","0","N"
PRTW-D21,"","0","","","0","0","0","N"
PRTW-D21-84,"799665826659","0","0","0","0","0","0","N"
PRTW-D21-96,"799665826666","0","0","0","0","0","0","N"
PRTW-D21-108,"799665826680","0","0","0","0","0","0","N"
PRTW-D21-120,"799665826673","0","0","0","0","0","0","N"
PRTW-D21-CUS,"799665826697","0","0","0","0","0","0","N"
PRTW-D24B,"","97","","","0","0","0","N"
PRTW-D24B-84,"799665822996","0","0","0","0","0","0","N"
PRTW-D24B-96,"799665823009","48","0","48","0","48","48","N"
PRTW-D24B-108,"799665823023","49","0","49","0","49","49","N"
PRTW-D24B-120,"799665823016","0","0","0","0","0","0","N"
PRTW-D24B-CUS,"799665823030","0","0","0","0","0","0","N"
PRTW-D32,"","228","","","0","0","0","N"
PRTW-D32-84,"799665827373","26","0","26","0","26","26","N"
PRTW-D32-96,"799665827380","75","0","75","0","75","75","N"
PRTW-D32-108,"799665827403","102","0","102","0","102","102","N"
PRTW-D32-120,"799665827397","25","0","25","0","25","25","N"
PRTW-D32-CUS,"799665827410","0","0","0","0","0","0","N"
PRTW-D02,"","-4","","","0","0","0","N"
PRTW-D02-84,"610395233176","57","0","57","0","57","57","N"
PRTW-D02-96,"610395233183","83","0","83","0","83","83","N"
PRTW-D02-108,"610395233190","99","0","99","0","99","99","N"
PRTW-D02-120,"610395233206","60","0","60","0","60","60","N"
PRTW-D02-CUS,"799665827779","0","0","0","0","0","0","N"
PRTW-D06A,"","298","","","0","0","0","N"
PRTW-D06A-84,"610395233251","30","0","30","0","30","30","N"
PRTW-D06A-96,"610395233268","102","0","102","0","102","102","N"
PRTW-D06A-108,"610395233275","87","0","87","0","87","87","N"
PRTW-D06A-120,"610395233282","79","0","79","0","79","79","N"
PRTW-D06A-CUS,"799665827854","0","0","0","0","0","0","N"
PRTW-D11,"","635","","","0","0","0","N"
PRTW-D11-84,"610395233411","55","0","55","0","55","55","N"
PRTW-D11-96,"610395233428","244","0","244","0","244","244","N"
PRTW-D11-108,"610395233435","243","0","243","0","243","243","N"
PRTW-D11-120,"610395233442","93","0","93","0","93","93","N"
PRTW-D11-CUS,"799665828011","0","0","0","0","0","0","N"
PRTW-D17,"","220","","","0","0","0","N"
PRTW-D17-84,"610395233053","0","0","0","0","0","0","N"
PRTW-D17-96,"610395233060","47","0","47","0","47","47","N"
PRTW-D17-108,"610395233077","136","0","136","0","136","136","N"
PRTW-D17-120,"610395233084","37","0","37","0","37","37","N"
PRTW-D17-CUS,"799665827656","0","0","0","0","0","0","N"
PRTW-D23,"","116","","","0","0","0","N"
PRTW-D23-84,"799665826819","33","0","33","0","33","33","N"
PRTW-D23-96,"799665826826","0","0","0","0","0","0","N"
PRTW-D23-108,"799665826840","35","0","35","0","35","35","N"
PRTW-D23-120,"799665826833","48","0","48","0","48","48","N"
PRTW-D23-CUS,"799665826857","0","0","0","0","0","0","N"
PRTW-D28,"","149","","","0","0","0","N"
PRTW-D28-84,"799665823153","0","0","0","0","0","0","N"
PRTW-D28-96,"799665823160","34","0","34","0","34","34","N"
PRTW-D28-108,"799665823184","79","0","79","0","79","79","N"
PRTW-D28-120,"799665823177","36","0","36","0","36","36","N"
PRTW-D28-CUS,"799665823191","0","0","0","0","0","0","N"
PRTW-D25,"","0","","","0","0","0","N"
PRTW-D25-84,"799665823078","0","0","0","0","0","0","N"
PRTW-D25-96,"799665823085","0","0","0","0","0","0","N"
PRTW-D25-108,"799665823108","0","0","0","0","0","0","N"
PRTW-D25-120,"799665823092","0","0","0","0","0","0","N"
PRTW-D25-CUS,"799665823115","0","0","0","0","0","0","N"
PRTW-D17-SW,"799665827670","34","34","0","0","34","34","N"
PRTW-D31-SW,"799665827359","35","35","0","0","35","35","N"
PRTW-D26-SW,"799665826956","0","0","0","0","0","0","N"
PRTW-D24A-SW,"799665822972","35","35","0","0","35","35","N"
PRTW-D13-SW,"799665827595","0","0","0","0","0","0","N"
PRTW-D23-SW,"799665826871","33","33","0","0","33","33","N"
PRTW-D06A-SW,"799665827878","35","35","0","0","35","35","N"
PRTW-D27-SW,"799665827038","0","0","0","0","0","0","N"
PRTW-D22-SW,"799665826796","35","35","0","0","35","35","N"
CC-MA3,"","0","","","0","0","0","N"
CC-MA3-84,"799418022710","0","0","0","0","0","0","N"
CC-MA3-96,"799418022727","0","0","0","0","0","0","N"
CC-MA3-108,"799418022734","0","0","0","0","0","0","N"
CC-MA3-120,"799418022741","0","0","0","0","0","0","N"
CC-MA3-CUS,"799418022765","0","0","0","0","0","0","N"
CC-CD22,"","-1","","","0","0","0","N"
CC-CD22-84,"799418017501","0","0","0","0","0","0","N"
CC-CD22-96,"799418017518","30","30","0","0","30","30","N"
CC-CD22-108,"799418017525","24","24","0","0","24","24","N"
CC-CD22-120,"799418017532","0","0","0","0","0","0","N"
CC-CD22-CUS,"799418017556","0","0","0","0","0","0","N"
CC-CD29,"","52","","","0","0","0","N"
CC-CD29-84,"799418017716","0","0","0","0","0","0","N"
CC-CD29-96,"799418017723","26","0","26","0","26","26","N"
CC-CD29-108,"799418017730","26","0","26","0","26","26","N"
CC-CD29-120,"799418017747","0","0","0","0","0","0","N"
CC-CD29-CUS,"799418017761","0","0","0","0","0","0","N"
CC-MA6,"","66","","","0","0","0","N"
CC-MA6-84,"799418017365","0","0","0","0","0","0","N"
CC-MA6-96,"799418017372","44","22","22","0","44","44","N"
CC-MA6-108,"799418017389","22","22","0","0","22","22","N"
CC-MA6-120,"799418017396","0","0","0","0","0","0","N"
CC-MA6-CUS,"799418017419","0","0","0","0","0","0","N"
CC-CD17-SW,"799418017471","0","0","0","0","0","0","N"
CC-MABB26-SW,"799418017822","0","0","0","0","0","0","N"
CC-CD35-SW,"799418017617","0","0","0","0","0","0","N"
CC-CD29-SW,"799418017754","0","0","0","0","0","0","N"
CC-CD38-SW,"799418017686","0","0","0","0","0","0","N"
CC-TEALBB29-SW,"799418022611","0","0","0","0","0","0","N"
CC-MA6-SW,"799418017402","0","0","0","0","0","0","N"
CC-MA5-SW,"799418017334","0","0","0","0","0","0","N"
CC-CD17,"","0","","","0","0","0","N"
CC-CD17-84,"799418017433","0","0","0","0","0","0","N"
CC-CD17-96,"799418017440","0","0","0","0","0","0","N"
CC-CD17-108,"799418017457","0","0","0","0","0","0","N"
CC-CD17-120,"799418017464","0","0","0","0","0","0","N"
CC-CD17-CUS,"799418017488","0","0","0","0","0","0","N"
CC-CD38,"","0","","","0","0","0","N"
CC-CD38-84,"799418017648","0","0","0","0","0","0","N"
CC-CD38-96,"799418017655","0","0","0","0","0","0","N"
CC-CD38-108,"799418017662","0","0","0","0","0","0","N"
CC-CD38-120,"799418017679","0","0","0","0","0","0","N"
CC-CD38-CUS,"799418017693","0","0","0","0","0","0","N"
CC-TEALBB29,"","0","","","0","0","0","N"
CC-TEALBB29-84,"799418022574","0","0","0","0","0","0","N"
CC-TEALBB29-96,"799418022581","0","0","0","0","0","0","N"
CC-TEALBB29-108,"799418022598","0","0","0","0","0","0","N"
CC-TEALBB29-120,"799418022604","0","0","0","0","0","0","N"
CC-TEALBB29-CUS,"799418022628","0","0","0","0","0","0","N"
CC-MABB26,"","28","","","0","0","0","N"
CC-MABB26-84,"799418017785","0","0","0","0","0","0","N"
CC-MABB26-96,"799418017792","0","0","0","0","0","0","N"
CC-MABB26-108,"799418017808","28","28","0","0","28","28","N"
CC-MABB26-120,"799418017815","0","0","0","0","0","0","N"
CC-MABB26-CUS,"799418017839","0","0","0","0","0","0","N"
CC-CD35,"","51","","","0","0","0","N"
CC-CD35-84,"799418017570","0","0","0","0","0","0","N"
CC-CD35-96,"799418017587","30","30","0","0","30","30","N"
CC-CD35-108,"799418017594","21","21","0","0","21","21","N"
CC-CD35-120,"799418017600","0","0","0","0","0","0","N"
CC-CD35-CUS,"799418017624","0","0","0","0","0","0","N"
CC-MA5,"","88","","","0","0","0","N"
CC-MA5-84,"799418017297","0","0","0","0","0","0","N"
CC-MA5-96,"799418017303","28","28","0","0","28","28","N"
CC-MA5-108,"799418017310","60","30","30","0","60","60","N"
CC-MA5-120,"799418017327","0","0","0","0","0","0","N"
CC-MA5-CUS,"799418017341","0","0","0","0","0","0","N"
PRTW-D05-SW,"799665827953","33","33","0","0","33","33","N"
PRTW-D09-SW,"799665827557","35","35","0","0","35","35","N"
PRTW-D15-SW,"799665827717","89","89","0","0","89","89","N"
PRTW-D16-SW,"799665827755","0","0","0","0","0","0","N"
PRTW-D32-SW,"799665827434","0","0","0","0","0","0","N"
PRTW-D33-SW,"799665827519","0","0","0","0","0","0","N"
PRTW-D25-SW,"799665823139","34","34","0","0","34","34","N"
PRTW-D24B-SW,"799665823054","35","35","0","0","35","35","N"
PRTW-D12-SW,"799665827991","33","33","0","0","33","33","N"
PRTW-D11-SW,"799665828035","90","90","0","0","90","90","N"
PRTW-D12,"","0","","","0","0","0","N"
PRTW-D12-84,"610395233374","0","0","0","0","0","0","N"
PRTW-D12-96,"610395233381","0","0","0","0","0","0","N"
PRTW-D12-108,"610395233398","0","0","0","0","0","0","N"
PRTW-D12-120,"610395233404","0","0","0","0","0","0","N"
PRTW-D12-CUS,"799665827977","0","0","0","0","0","0","N"
PRTW-D28-SW,"799665823214","34","34","0","0","34","34","N"
PRTW-D02-SW,"799665827793","34","34","0","10","24","34","N"
PRTW-D01,"","215","","","0","0","0","N"
PRTW-D01-84,"610395233299","24","0","24","0","24","24","N"
PRTW-D01-96,"610395233305","57","0","57","0","57","57","N"
PRTW-D01-108,"610395233312","95","0","95","0","95","95","N"
PRTW-D01-120,"610395233329","39","0","39","0","39","39","N"
PRTW-D01-CUS,"799665827892","0","0","0","0","0","0","N"
CC-MA3-SW,"799418022758","0","0","0","0","0","0","N"
CC-CD22-SW,"799418017549","0","0","0","0","0","0","N"
PRTW-D04,"","270","","","0","0","0","N"
PRTW-D04-84,"610395233497","37","0","37","0","37","37","N"
PRTW-D04-96,"610395233503","95","0","95","0","95","95","N"
PRTW-D04-108,"610395233510","96","0","96","0","96","96","N"
PRTW-D04-120,"610395233527","42","0","42","0","42","42","N"
PRTW-D04-CUS,"799665827618","0","0","0","0","0","0","N"
PRTW-D20-SW,"799665826635","34","34","0","0","34","34","N"
PRTW-D06B-SW,"799665827830","34","34","0","0","34","34","N"
PRTW-D06B,"","273","","","0","0","0","N"
PRTW-D06B-84,"610395233213","29","0","29","0","29","29","N"
PRTW-D06B-96,"610395233220","104","0","104","0","104","104","N"
PRTW-D06B-108,"610395233237","107","0","107","0","107","107","N"
PRTW-D06B-120,"610395233244","33","0","33","0","33","33","N"
PRTW-D06B-CUS,"799665827816","0","0","0","0","0","0","N"
PRTW-D01-SW,"799665827915","35","35","0","5","30","35","N"
PRTW-D21-SW,"799665826710","35","35","0","0","35","35","N"
PRTW-D16,"","304","","","0","0","0","N"
PRTW-D16-84,"610395233138","56","0","56","0","56","56","N"
PRTW-D16-96,"610395233145","78","0","78","0","78","78","N"
PRTW-D16-108,"610395233152","132","0","132","0","132","132","N"
PRTW-D16-120,"610395233169","38","0","38","0","38","38","N"
PRTW-D16-CUS,"799665827731","0","0","0","0","0","0","N"
CRC-MYTH04,"","0","","","0","0","0","N"
CRC-MYTH04-84,"799418018065","0","0","0","0","0","0","N"
CRC-MYTH04-96,"799418018072","0","0","0","0","0","0","N"
CRC-MYTH04-108,"799418018089","0","0","0","0","0","0","N"
CRC-MYTH04-120,"799418018096","0","0","0","0","0","0","N"
CRC-MYTH04-CUS,"799418018119","0","0","0","0","0","0","N"
CRC-MYTH14,"","0","","","0","0","0","N"
CRC-MYTH14-84,"799418018133","0","0","0","0","0","0","N"
CRC-MYTH14-96,"799418018140","0","0","0","0","0","0","N"
CRC-MYTH14-108,"799418018157","0","0","0","0","0","0","N"
CRC-MYTH14-120,"799418018164","0","0","0","0","0","0","N"
CRC-MYTH14-CUS,"799418018188","0","0","0","0","0","0","N"
CRC-MYTH72-SW,"799418017969","32","32","0","0","32","32","N"
CRC-MYTH73-SW,"799418018034","35","35","0","0","35","35","N"
CRC-MYTH04-SW,"799418018102","32","32","0","0","32","32","N"
CRC-MYTH14-SW,"799418018171","35","35","0","0","35","35","N"
PRTW-D30,"","120","","","0","0","0","N"
PRTW-D30-84,"799665827212","0","0","0","0","0","0","N"
PRTW-D30-96,"799665827229","53","0","53","0","53","53","N"
PRTW-D30-108,"799665827243","34","0","34","0","34","34","N"
PRTW-D30-120,"799665827236","33","0","33","0","33","33","N"
PRTW-D30-CUS,"799665827250","0","0","0","0","0","0","N"
PRTW-D20,"","52","","","0","0","0","N"
PRTW-D20-84,"799665826574","0","0","0","0","0","0","N"
PRTW-D20-96,"799665826581","0","0","0","0","0","0","N"
PRTW-D20-108,"799665826604","21","0","21","0","21","21","N"
PRTW-D20-120,"799665826598","31","0","31","0","31","31","N"
PRTW-D20-CUS,"799665826611","0","0","0","0","0","0","N"
PRTW-D15,"","292","","","0","0","0","N"
PRTW-D15-84,"610395233091","25","0","25","0","25","25","N"
PRTW-D15-96,"610395233107","100","0","100","0","100","100","N"
PRTW-D15-108,"610395233114","114","0","114","0","114","114","N"
PRTW-D15-120,"610395233121","53","0","53","0","53","53","N"
PRTW-D15-CUS,"799665827694","0","0","0","0","0","0","N"
PRTW-D30-SW,"799665827274","30","30","0","0","30","30","N"
PRTW-D04-SW,"799665827632","0","0","0","0","0","0","N"
PRTW-D09,"","0","","","0","0","0","N"
PRTW-D09-84,"799665812089","0","0","0","0","0","0","N"
PRTW-D09-96,"799665812096","0","0","0","0","0","0","N"
PRTW-D09-108,"799665812102","0","0","0","0","0","0","N"
PRTW-D09-120,"799665812119","0","0","0","0","0","0","N"
PRTW-D09-CUS,"799665827533","0","0","0","0","0","0","N"
PRTW-D24A,"","22","","","0","0","0","N"
PRTW-D24A-84,"799665822910","0","0","0","0","0","0","N"
PRTW-D24A-96,"799665822927","0","0","0","0","0","0","N"
PRTW-D24A-108,"799665822941","0","0","0","0","0","0","N"
PRTW-D24A-120,"799665822934","22","0","22","0","22","22","N"
PRTW-D24A-CUS,"799665822958","0","0","0","0","0","0","N"
PRTW-D13,"","152","","","0","0","0","N"
PRTW-D13-84,"610395233459","21","0","21","0","21","21","N"
PRTW-D13-96,"610395233466","66","34","32","0","66","66","N"
PRTW-D13-108,"610395233473","23","0","23","0","23","23","N"
PRTW-D13-120,"610395233480","42","0","42","0","42","42","N"
PRTW-D13-CUS,"799665827571","0","0","0","0","0","0","N"
CZCH-CTZ6,"","0","","","0","0","0","N"
CZCH-CTZ6-84,"610395221715","0","0","0","0","0","0","N"
CZCH-CTZ6-96,"610395221722","0","0","0","0","0","0","N"
CZCH-CTZ6-108,"610395221739","0","0","0","0","0","0","N"
CZCH-CTZ6-120,"610395221746","0","0","0","0","0","0","N"
CZCH-CTZ6-CUS,"799418017006","0","0","0","0","0","0","N"
PRTW-D29B-SW,"799665827199","34","34","0","0","34","34","N"
PRTW-D29A-SW,"799665827113","34","34","0","0","34","34","N"
CZCH-CTZ2,"","-1","","","0","0","0","N"
CZCH-CTZ2-84,"610395221791","0","0","0","0","0","0","N"
CZCH-CTZ2-96,"610395221807","22","22","0","0","22","22","N"
CZCH-CTZ2-108,"610395221814","0","0","0","0","0","0","N"
CZCH-CTZ2-120,"610395221821","0","0","0","0","0","0","N"
CZCH-CTZ2-CUS,"799418016948","0","0","0","0","0","0","N"
PRTW-D05,"","284","","","0","0","0","N"
PRTW-D05-84,"610395233336","31","0","31","0","31","31","N"
PRTW-D05-96,"610395233343","100","0","100","0","100","100","N"
PRTW-D05-108,"610395233350","97","0","97","0","97","97","N"
PRTW-D05-120,"610395233367","56","0","56","0","56","56","N"
PRTW-D05-CUS,"799665827939","0","0","0","0","0","0","N"
PRTW-D29A,"","24","","","0","0","0","N"
PRTW-D29A-84,"799665827052","0","0","0","0","0","0","N"
PRTW-D29A-96,"799665827069","0","0","0","0","0","0","N"
PRTW-D29A-108,"799665827083","0","0","0","0","0","0","N"
PRTW-D29A-120,"799665827076","24","0","24","0","24","24","N"
PRTW-D29A-CUS,"799665827090","0","0","0","0","0","0","N"
FHLCH-YL5003,"","55","","","0","0","0","N"
FHLCH-YL5003-84,"799665829056","0","0","0","0","0","0","N"
FHLCH-YL5003-96,"799665829063","55","0","55","0","55","55","N"
FHLCH-YL5003-108,"799665829087","0","0","0","0","0","0","N"
FHLCH-YL5003-120,"799665829070","0","0","0","0","0","0","N"
FHLCH-YL5003-CUS,"799665829094","0","0","0","0","0","0","N"
FHLCH-YL3022,"","153","","","0","0","0","N"
FHLCH-YL3022-84,"799665828738","25","0","25","0","25","25","N"
FHLCH-YL3022-96,"799665828745","66","0","66","0","66","66","N"
FHLCH-YL3022-108,"799665828769","62","0","62","0","62","62","N"
FHLCH-YL3022-120,"799665828752","0","0","0","0","0","0","N"
FHLCH-YL3022-CUS,"799665828776","0","0","0","0","0","0","N"
FHLCH-YL7176209-SW,"799665830168","33","33","197","0","33","33","N"
FHLCH-YL7178117-SW,"799665828479","33","33","197","0","33","33","N"
FHLCH-YL3012-SW,"799665828875","205","34","205","0","205","205","N"
FHLCH-YL5003-SW,"799665829117","33","33","205","0","33","33","N"
FHLCH-YL7176203-SW,"799665828714","34","34","197","0","34","34","N"
FHLCH-YL3022-SW,"799665828790","33","33","205","0","33","33","N"
FHLCH-YL3010B-SW,"799665829032","35","35","205","0","35","35","N"
LN-5176,"","0","","","0","0","0","N"
LN-5176-84,"799418018553","0","0","0","0","0","0","N"
LN-5176-96,"799418018560","22","0","22","0","22","22","N"
LN-5176-108,"799418018577","0","0","0","0","0","0","N"
LN-5176-120,"799418018584","52","25","27","0","52","52","N"
LN-5176-CUS,"799418018607","0","0","0","0","0","0","N"
PRTW-D22,"","0","","","0","0","0","N"
PRTW-D22-84,"799665826734","0","0","0","0","0","0","N"
PRTW-D22-96,"799665826741","0","0","0","0","0","0","N"
PRTW-D22-108,"799665826765","0","0","0","0","0","0","N"
PRTW-D22-120,"799665826758","0","0","0","0","0","0","N"
PRTW-D22-CUS,"799665826772","0","0","0","0","0","0","N"
LN-5177,"","66","","","0","0","0","N"
LN-5177-84,"799418018621","0","0","0","0","0","0","N"
LN-5177-96,"799418018638","34","0","34","0","34","34","N"
LN-5177-108,"799418018645","32","0","32","0","32","32","N"
LN-5177-120,"799418018652","0","0","0","0","0","0","N"
LN-5177-CUS,"799418018676","0","0","0","0","0","0","N"
LN-5520,"","0","","","0","0","0","N"
LN-5520-84,"799418018348","0","0","0","0","0","0","N"
LN-5520-96,"799418018355","0","0","0","0","0","0","N"
LN-5520-108,"799418018362","0","0","0","0","0","0","N"
LN-5520-120,"799418018379","0","0","0","0","0","0","N"
LN-5520-CUS,"799418018393","0","0","0","0","0","0","N"
LN-5000,"","0","","","0","0","0","N"
LN-5000-84,"799418018270","0","0","0","0","0","0","N"
LN-5000-96,"799418018287","0","0","0","0","0","0","N"
LN-5000-108,"799418018294","0","0","0","0","0","0","N"
LN-5000-120,"799418018300","0","0","0","0","0","0","N"
LN-5000-CUS,"799418018324","0","0","0","0","0","0","N"
LN-5178,"","29","","","0","0","0","N"
LN-5178-84,"799418018690","0","0","0","0","0","0","N"
LN-5178-96,"799418018706","0","0","0","0","0","0","N"
LN-5178-108,"799418018713","29","0","29","0","29","29","N"
LN-5178-120,"799418018720","0","0","0","0","0","0","N"
LN-5178-CUS,"799418018744","0","0","0","0","0","0","N"
FHLCH-314053,"","291","","","0","0","0","N"
FHLCH-314053-84,"799665832964","50","0","50","0","50","50","N"
FHLCH-314053-96,"799665832971","90","0","90","0","90","90","N"
FHLCH-314053-108,"799665832988","92","0","92","0","92","92","N"
FHLCH-314053-120,"799665832995","59","0","59","0","59","59","N"
