SKU,UPC,Discontinue,Status,Inventory,SKU1,Discontinue1,Status1,SKU2,Discontinue2,Status2,SKU3,Discontinue3,Status3,SKU4,Discontinue4,Status4,SKU5,Discontinue5,Status5
"EFSCH-14082A-SW","799695728541","Continue","Active","133","EFSCH-14082A","Continue","Active","","","","","","","","","","","",""
"EFSCH-14082B-SW","799695728619","Continue","Active","158","EFSCH-14082B","Continue","Active","EFSCH-14082B","Continue","Active","","","","","","","","",""
"EFSCH-14083A-SW","799695728688","Continue","Active","5","EFSCH-14083A","Continue","Active","EFSCH-14083A","Continue","Active","","","","","","","","",""
"EFSCH-14083B-SW","799695728756","Continue","Active","42","EFSCH-14083B","Continue","Active","EFSCH-14083B","Continue","Active","","","","","","","","",""
"EFSCH-14087-SW","799695728893","Continue","Active","39","EFSCH-14087","Continue","Active","","","","","","","","","","","",""
"EFSCH-14085-SW","799695728961","Continue","Active","181","EFSCH-14085","Continue","Active","EFSCH-14085","Continue","Active","","","","","","","","",""
"EFSCH-14086A-SW","799695729036","Continue","Active","135","EFSCH-14086A","Continue","Active","EFSCH-14086A","Continue","Active","","","","","","","","",""
"EFSCH-14086B-SW","799695729104","Continue","Active","159","EFSCH-14086B","Continue","Active","","","","","","","","","","","",""
"SHCH-LH14081-SW","799695729760","Continue","Active","182","SHCH-LH14081","Continue","Active","","","","","","","","","","","",""
"SHCH-LH14082-SW","799695729821","Continue","Active","163","SHCH-LH14082","Continue","Active","","","","","","","","","","","",""
"BOCH-201404-DW-SW","799695731114","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-KC47A-SW","702795864101","Discontinue","Active","158","BOCH-KC47A","Discontinue","Active","BOCH-KC47A-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC47B-SW","702795864170","Discontinue","Active","290","BOCH-KC47B","Discontinue","Active","BOCH-KC47B-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC48-SW","702795864248","Discontinue","Active","290","BOCH-KC48","Discontinue","Active","BOCH-KC48-GR","Discontinue","Active","","","","","","","","",""
"PTSCH-FR60814-BO-SW","702795864316","Discontinue","Active","86","PTSCH-FR60814-BO","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-FR70814-BO-SW","702795864385","Discontinue","Active","61","PTSCH-FR70814-BO","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-H10814-SW","702795864453","Continue","Inactive","193","PTSCH-H10814","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-H20814-SW","702795864521","Continue","Inactive","0","PTSCH-H20814","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-H30814-SW","702795864590","Continue","Inactive","93","PTSCH-H30814","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-H40814-SW","702795864668","Continue","Inactive","108","PTSCH-H40814","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-H50814-SW","702795864736","Continue","Inactive","115","PTSCH-H50814","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-H60814-SW","702795864804","Continue","Inactive","132","PTSCH-H60814","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-D35-SW","706795726919","Continue","Active","241","PRTW-D35","Continue","Active","PRTW-D35","Continue","Active","","","","","","","","",""
"BOCH-201401-DW-SW","799695720996","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-201402-DW-SW","799695721061","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-201403-DW-SW","799695721139","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PRTW-D34-SW","702795879037","Continue","Active","226","PRTW-D34","Discontinue","Active","","","","","","","","","","","",""
"PRTW-D36-SW","706795726988","Continue","Active","203","PRTW-D36","Discontinue","Active","","","","","","","","","","","",""
"PRTW-D37-SW","706795727053","Continue","Active","119","PRTW-D37","Continue","Active","PRTW-D37","Continue","Active","","","","","","","","",""
"PRTW-D38A-SW","706795727121","Continue","Active","211","PRTW-D38A","Continue","Active","PRTW-D38A","Continue","Active","","","","","","","","",""
"PRTW-D38B-SW","706795727190","Continue","Active","263","PRTW-D38B","Continue","Active","PRTW-D38B","Continue","Active","","","","","","","","",""
"PRTW-D39-SW","706795727268","Continue","Inactive","157","PRTW-D39","Discontinue","Inactive","","","","","","","","","","","",""
"CRC-MYTH87-SW","706795727626","Continue","Active","117","CRC-MYTH87","Continue","Active","CRC-MYTH87","Continue","Active","","","","","","","","",""
"CRC-MYTH86-SW","706795727558","Continue","Active","68","CRC-MYTH86","Continue","Active","","","","","","","","","","","",""
"CRC-MYTH85-SW","706795727480","Continue","Active","17","CRC-MYTH85","Continue","Active","CRC-MYTH85","Continue","Active","","","","","","","","",""
"CRC-MYTH84-SW","706795727411","Continue","Active","54","CRC-MYTH84","Continue","Active","CRC-MYTH84","Continue","Active","","","","","","","","",""
"CRC-MYTH83-SW","706795727343","Continue","Active","59","CRC-MYTH83","Continue","Active","CRC-MYTH83","Continue","Active","","","","","","","","",""
"CZCH-CTZ12-SW","799418016900","Continue","Inactive","0","CZCH-CTZ12","Discontinue","Inactive","","","","","","","","","","","",""
"CZCH-CTZ1-SW","799418016870","Continue","Inactive","0","CZCH-CTZ1","Discontinue","Inactive","","","","","","","","","","","",""
"PRCT-D01A-SW","706795727695","Continue","Active","168","PRCT-D01A","Continue","Active","","","","","","","","","","","",""
"PRCT-D01B-SW","706795727749","Continue","Active","172","PRCT-D01B","Continue","Active","","","","","","","","","","","",""
"PRCT-D02-SW","706795727794","Continue","Active","25","PRCT-D02","Continue","Active","","","","","","","","","","","",""
"PRCT-D03A-SW","706795727848","Continue","Inactive","0","PRCT-D03A","Discontinue","Inactive","","","","","","","","","","","",""
"PRCT-D03B-SW","706795727893","Continue","Active","134","PRCT-D03B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-D04-SW","706795727947","Continue","Active","158","PRCT-D04","Continue","Active","","","","","","","","","","","",""
"PRCT-D05-SW","706795727992","Continue","Active","54","PRCT-D05","Continue","Active","","","","","","","","","","","",""
"PRCT-D06A-SW","706795728043","Continue","Active","122","PRCT-D06A","Continue","Active","","","","","","","","","","","",""
"PRCT-D06B-SW","706795728098","Continue","Active","122","PRCT-D06B","Continue","Active","","","","","","","","","","","",""
"PRCT-D07-SW","706795728142","Continue","Active","73","PRCT-D07","Continue","Active","","","","","","","","","","","",""
"PRCT-D08-SW","706795728197","Continue","Active","183","PRCT-D08","Continue","Active","","","","","","","","","","","",""
"PRCT-D09A-SW","706795728241","Continue","Active","143","PRCT-D09A","Continue","Active","","","","","","","","","","","",""
"PRCT-D10A-SW","706795728296","Continue","Active","179","PRCT-D10A","Continue","Active","","","","","","","","","","","",""
"PRCT-D10B-SW","706795728340","Continue","Active","170","PRCT-D10B","Continue","Active","","","","","","","","","","","",""
"PRCT-D11-SW","706795728395","Continue","Active","192","PRCT-D11","Continue","Active","","","","","","","","","","","",""
"PRCT-D12A-SW","706795728449","Continue","Active","188","PRCT-D12A","Continue","Active","","","","","","","","","","","",""
"PRCT-D12B-SW","706795728494","Continue","Active","148","PRCT-D12B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-D12C-SW","706795728548","Continue","Active","143","PRCT-D12C","Continue","Inactive","","","","","","","","","","","",""
"EFSCH-14084A-SW","799695728824","Continue","Active","62","EFSCH-14084A","Continue","Active","","","","","","","","","","","",""
"LN-9999-SW","706795731012","Continue","Inactive","97","LN-9999","Continue","Inactive","","","","","","","","","","","",""
"VCCH-3150212-SW","706795730923","Continue","Active","167","VCCH-3150212","Discontinue","Inactive","","","","","","","","","","","",""
"VCCH-3150211-SW","706795730855","Continue","Inactive","85","VCCH-3150211","Discontinue","Inactive","","","","","","","","","","","",""
"VCCH-3150210-SW","706795730787","Continue","Active","78","VCCH-3150210","Discontinue","Active","VCCH-3150210","Discontinue","Active","","","","","","","","",""
"VCCH-3150209-SW","706795730718","Continue","Active","143","VCCH-3150209","Discontinue","Active","","","","","","","","","","","",""
"VCCH-3150208-SW","706795730640","Continue","Active","143","VCCH-3150208","Discontinue","Active","","","","","","","","","","","",""
"VCCH-3150207-SW","706795730572","Continue","Inactive","164","","","","","","","","","","","","","","",""
"VCCH-3150206-SW","706795730503","Continue","Inactive","130","VCCH-3150206","Discontinue","Inactive","","","","","","","","","","","",""
"VCCH-3150205-SW","706795730435","Continue","Active","75","VCCH-3150205","Discontinue","Active","","","","","","","","","","","",""
"VCCH-3150204-SW","706795730367","Continue","Active","110","VCCH-3150204","Discontinue","Active","","","","","","","","","","","",""
"VCCH-3150203-SW","706795730299","Continue","Inactive","78","VCCH-3150203","Discontinue","Inactive","","","","","","","","","","","",""
"VCCH-3150202-SW","706795730220","Continue","Inactive","84","VCCH-3150202","Discontinue","Inactive","","","","","","","","","","","",""
"VCCH-3150201-SW","706795730152","Continue","Inactive","137","VCCH-3150201","Discontinue","Inactive","","","","","","","","","","","",""
"PRCT-D09B-SW","706795731784","Continue","Active","132","PRCT-D09B","Continue","Active","","","","","","","","","","","",""
"PRTW-D40-SW","706795731340","Continue","Active","84","PRTW-D40","Continue","Active","PRTW-D40","Continue","Active","","","","","","","","",""
"PRTW-D41-SW","706795731418","Continue","Active","68","PRTW-D41","Continue","Active","PRTW-D41","Continue","Active","","","","","","","","",""
"PRTW-D37B-SW","706795731487","Continue","Active","85","PRTW-D37B","Continue","Active","PRTW-D37B","Continue","Active","","","","","","","","",""
"PRTW-D42A-SW","706795731555","Continue","Active","91","PRTW-D42A","Continue","Active","PRTW-D42A","Continue","Active","","","","","","","","",""
"PRTW-D42B-SW","706795731623","Continue","Active","72","PRTW-D42B","Continue","Active","PRTW-D42B","Continue","Active","","","","","","","","",""
"VCCH-HYR1201-SW","706795731838","Continue","Active","81","VCCH-HYR1201","Continue","Active","VCCH-HYR1201","Continue","Active","","","","","","","","",""
"VCCH-HYR1202-SW","706795731906","Continue","Active","21","VCCH-HYR1202","Continue","Active","VCCH-HYR1202","Continue","Active","","","","","","","","",""
"VCCH-HYR1203-SW","706795731975","Continue","Active","86","VCCH-HYR1203","Continue","Active","VCCH-HYR1203","Continue","Active","","","","","","","","",""
"VCCH-HYR1204-SW","706795732040","Continue","Active","64","VCCH-HYR1204","Continue","Active","VCCH-HYR1204","Continue","Active","","","","","","","","",""
"VCCH-HYR1205-SW","706795732118","Continue","Active","38","VCCH-HYR1205","Continue","Active","VCCH-HYR1205","Continue","Active","","","","","","","","",""
"VCCH-HYR1206-SW","706795732187","Continue","Active","112","VCCH-HYR1206","Continue","Active","VCCH-HYR1206","Continue","Active","","","","","","","","",""
"VCCH-HYR1207-SW","706795732255","Continue","Active","77","VCCH-HYR1207","Continue","Active","VCCH-HYR1207","Continue","Active","","","","","","","","",""
"VCCH-HYR1208-SW","706795732323","Continue","Active","47","VCCH-HYR1208","Continue","Active","VCCH-HYR1208","Continue","Active","","","","","","","","",""
"VCCH-HYR1209-SW","706795732392","Continue","Active","62","VCCH-HYR1209","Continue","Active","VCCH-HYR1209","Continue","Active","","","","","","","","",""
"VCCH-HYR12010-SW","706795732460","Continue","Active","125","VCCH-HYR12010","Continue","Active","VCCH-HYR12010","Continue","Active","","","","","","","","",""
"VCCH-HYR12011-SW","706795732538","Continue","Active","108","VCCH-HYR12011","Continue","Active","VCCH-HYR12011","Continue","Active","","","","","","","","",""
"VCCH-HYR12012-SW","706795732606","Continue","Active","18","VCCH-HYR12012","Continue","Active","VCCH-HYR12012","Continue","Active","","","","","","","","",""
"PRCT-D13-SW","706795731692","Continue","Active","57","PRCT-D13","Continue","Active","","","","","","","","","","","",""
"PTCH-JTSP9991-SW","706795732682","Continue","Inactive","0","PTCH-JTSP9991","Continue","Inactive","","","","","","","","","","","",""
"PTCH-JTSP9992-SW","706795732750","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-KC105A-SW","706795736390","Continue","Active","127","BOCH-KC105A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC104B-SW","706795736345","Continue","Active","132","BOCH-KC104B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC104A-SW","706795736291","Continue","Active","130","BOCH-KC104A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC103B-SW","706795736246","Continue","Active","142","BOCH-KC103B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC100A-SW","706795735690","Continue","Active","141","BOCH-KC100A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC100B-SW","706795735744","Continue","Active","139","BOCH-KC100B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC101A-SW","706795735799","Continue","Active","122","BOCH-KC101A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC101B-SW","706795735843","Continue","Active","135","BOCH-KC101B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC101C-SW","706795735898","Continue","Active","131","BOCH-KC101C","Continue","Active","","","","","","","","","","","",""
"BOCH-KC101D-SW","706795735942","Continue","Active","138","BOCH-KC101D","Continue","Active","","","","","","","","","","","",""
"BOCH-KC40F-SW","","Continue","Active","131","BOCH-KC40F","Continue","Active","","","","","","","","","","","",""
"BOCH-KC40G-SW","706795736048","Continue","Active","136","BOCH-KC40G","Continue","Active","","","","","","","","","","","",""
"BOCH-KC103A-SW","706795736192","Continue","Active","138","BOCH-KC103A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC102B-SW","706795736147","Continue","Active","141","BOCH-KC102B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC102A-SW","706795736093","Continue","Active","133","BOCH-KC102A","Continue","Active","","","","","","","","","","","",""
"JQCH-AR108143-SW","706795732811","Continue","Active","91","JQCH-AR108143","Continue","Active","","","","","","","","","","","",""
"JQCH-AR1081910-SW","706795732859","Continue","Active","71","JQCH-AR1081910","Continue","Active","","","","","","","","","","","",""
"JQCH-AR108201-SW","706795732897","Continue","Active","99","JQCH-AR108201","Continue","Active","","","","","","","","","","","",""
"JQCH-AR108213-SW","706795732934","Continue","Active","85","JQCH-AR108213","Continue","Active","","","","","","","","","","","",""
"JQCH-AR108271-SW","706795732972","Continue","Active","84","JQCH-AR108271","Continue","Active","","","","","","","","","","","",""
"JQCH-AS2142910-SW","706795733016","Continue","Active","102","JQCH-AS2142910","Continue","Active","","","","","","","","","","","",""
"JQCH-AS214296-SW","706795733054","Continue","Active","109","JQCH-AS214296","Continue","Active","","","","","","","","","","","",""
"JQCH-AS214298-SW","706795733092","Continue","Active","104","JQCH-AS214298","Continue","Active","","","","","","","","","","","",""
"JQCH-AS2143110-SW","706795733139","Continue","Active","103","JQCH-AS2143110","Continue","Active","","","","","","","","","","","",""
"JQCH-AS214316-SW","706795733177","Continue","Active","106","JQCH-AS214316","Continue","Active","","","","","","","","","","","",""
"JQCH-AS214318-SW","706795733214","Continue","Active","99","JQCH-AS214318","Continue","Active","","","","","","","","","","","",""
"JQCH-AS2214610-SW","706795733252","Continue","Active","72","JQCH-AS2214610","Continue","Active","","","","","","","","","","","",""
"JQCH-AS2214612-SW","706795733290","Continue","Active","83","JQCH-AS2214612","Continue","Active","","","","","","","","","","","",""
"JQCH-AS222551-SW","706795733375","Continue","Active","92","JQCH-AS222551","Continue","Active","","","","","","","","","","","",""
"JQCH-AS222554-SW","706795733412","Continue","Active","86","JQCH-AS222554","Continue","Active","","","","","","","","","","","",""
"JQCH-AS222555-SW","706795733450","Continue","Active","98","","","","","","","","","","","","","","",""
"JQCH-AS223939-SW","706795733498","Continue","Active","79","JQCH-AS223939","Continue","Active","","","","","","","","","","","",""
"JQCH-AS224894-SW","706795733535","Continue","Active","65","JQCH-AS224894","Continue","Active","","","","","","","","","","","",""
"JQCH-AS224899-SW","706795733573","Continue","Active","55","JQCH-AS224899","Continue","Active","","","","","","","","","","","",""
"JQCH-AS225078-SW","706795733610","Continue","Active","102","JQCH-AS225078","Continue","Active","","","","","","","","","","","",""
"JQCH-AS225092-SW","706795733658","Continue","Active","85","JQCH-AS225092","Continue","Active","","","","","","","","","","","",""
"JQCH-AS225098-SW","706795733696","Continue","Active","100","JQCH-AS225098","Continue","Active","","","","","","","","","","","",""
"JQCH-AS2250910-SW","706795733733","Continue","Active","70","JQCH-AS2250910","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE4351A-SW","706795733856","Continue","Active","100","FELCH-SLWE4351A","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE4351B-SW","706795733894","Continue","Active","91","FELCH-SLWE4351B","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE4123A-SW","706795733931","Continue","Active","94","FELCH-SLWE4123A","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE4123B-SW","706795733979","Continue","Active","98","FELCH-SLWE4123B","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE3911A-SW","706795734013","Continue","Active","95","FELCH-SLWE3911A","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE3911B-SW","706795734051","Continue","Active","92","FELCH-SLWE3911B","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE3955A-SW","706795734099","Continue","Active","105","FELCH-SLWE3955A","Continue","Active","","","","","","","","","","","",""
"FELCH-SLWE3955B-SW","706795734136","Continue","Active","101","FELCH-SLWE3955B","Continue","Active","","","","","","","","","","","",""
"LN-XS5100-SW","706795734402","Continue","Active","5","LN-XS5100","Continue","Active","","","","","","","","","","","",""
"LN-XS5000-SW","706795734457","Continue","Active","2","LN-XS5000","Continue","Active","","","","","","","","","","","",""
"LN-XS5176-SW","706795734501","Continue","Active","21","LN-XS5176","Continue","Active","","","","","","","","","","","",""
"LN-XS5179-SW","706795734556","Continue","Active","73","LN-XS5179","Continue","Active","","","","","","","","","","","",""
"LN-XS5520-SW","706795734600","Continue","Active","4","LN-XS5520","Continue","Active","","","","","","","","","","","",""
"SHLNCH-GB1001034-SW","706795734358","Continue","Active","79","SHLNCH-GB1001034","Continue","Active","","","","","","","","","","","",""
"SHCH-VOL5-SW","706795734181","Continue","Active","178","SHCH-VOL5-DLSW","Continue","Active","SHCH-VOL5-DLDW","Continue","Active","SHCH-VOL5-SLDW","Continue","Active","SHCH-VOL5-PR","Continue","Active","","",""
"PTSCH-ST8001-SW","706795734839","Continue","Active","83","PTSCH-ST8001","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8002-SW","706795734884","Continue","Active","64","PTSCH-ST8002","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8003-SW","706795734938","Continue","Active","61","PTSCH-ST8003","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8004-SW","706795734983","Continue","Active","95","PTSCH-ST8004","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8005-SW","706795735034","Continue","Active","69","PTSCH-ST8005","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8006-SW","706795735089","Continue","Active","57","PTSCH-ST8006","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-ST8007-SW","706795735133","Continue","Active","97","PTSCH-ST8007","Discontinue","Active","","","","","","","","","","","",""
"CRC-MYTH90B-SW","706795735546","Continue","Active","47","CRC-MYTH90B","Continue","Active","CRC-MYTH90B","Continue","Active","","","","","","","","",""
"DS-STR100-SW","706795736444","Continue","Inactive","4","DS-STR100","Continue","Inactive","","","","","","","","","","","",""
"DS-TXSD100-SW","706795736512","Continue","Active","5","DS-TXSD100","Continue","Inactive","","","","","","","","","","","",""
"DS-PLD100-SW","706795736581","Continue","Active","5","DS-PLD100","Continue","Active","DS-PLD100","Continue","Active","","","","","","","","",""
"DS-STR101-SW","706795736659","Continue","Active","16","DS-STR101","Continue","Active","DS-STR101","Continue","Active","","","","","","","","",""
"DS-STR102-SW","706795736727","Continue","Active","8","DS-STR102","Continue","Active","DS-STR102","Continue","Active","","","","","","","","",""
"DS-STR103-SW","706795736796","Continue","Active","7","DS-STR103","Continue","Active","DS-STR103","Continue","Active","","","","","","","","",""
"DS-STR105-SW","706795736864","Continue","Active","8","DS-STR105","Continue","Inactive","","","","","","","","","","","",""
"DS-STR106-SW","706795736932","Continue","Active","21","DS-STR106","Continue","Active","DS-STR106","Continue","Active","","","","","","","","",""
"DS-STR104-SW","706795737359","Continue","Active","27","DS-STR104","Continue","Active","DS-STR104","Continue","Active","","","","","","","","",""
"DS-STR110-SW","706795737212","Continue","Inactive","5","DS-STR110","Continue","Inactive","","","","","","","","","","","",""
"DS-STR111-SW","706795737281","Continue","Active","32","DS-STR111","Continue","Active","DS-STR111","Continue","Active","","","","","","","","",""
"DS-STR107-SW","706795737007","Continue","Active","4","DS-STR107","Continue","Active","DS-STR107","Continue","Active","","","","","","","","",""
"DS-STR109-SW","706795737144","Continue","Inactive","4","DS-STR109","Continue","Inactive","","","","","","","","","","","",""
"DS-STR108-SW","706795737076","Continue","Active","4","DS-STR108","Continue","Active","DS-STR108","Continue","Active","","","","","","","","",""
"PRCT-HS01-SW","706795737427","Continue","Active","129","PRCT-HS01","Continue","Active","","","","","","","","","","","",""
"PRCT-HS02-SW","706795737472","Continue","Active","132","PRCT-HS02","Continue","Active","","","","","","","","","","","",""
"PRCT-HS03-SW","706795737526","Continue","Active","147","PRCT-HS03","Continue","Active","","","","","","","","","","","",""
"PRCT-HS04-SW","706795737571","Continue","Active","133","PRCT-HS04","Continue","Active","","","","","","","","","","","",""
"PRCT-HS05-SW","706795737625","Continue","Active","140","PRCT-HS05","Continue","Active","","","","","","","","","","","",""
"PRCT-HS06-SW","706795737670","Continue","Active","143","PRCT-HS06","Continue","Active","","","","","","","","","","","",""
"BOCH-194906-SW","706795737724","Continue","Active","93","BOCH-194906","Continue","Active","","","","","","","","","","","",""
"BOCH-151304-SW","706795737779","Continue","Active","86","BOCH-151304","Continue","Active","","","","","","","","","","","",""
"BOCH-164712-SW","706795737823","Continue","Active","91","BOCH-164712","Continue","Active","","","","","","","","","","","",""
"BOCH-144105-SW","706795737878","Continue","Active","88","BOCH-144105","Continue","Active","","","","","","","","","","","",""
"BOCH-194033-SW","706795737922","Continue","Active","91","BOCH-194033","Continue","Active","","","","","","","","","","","",""
"BOCH-134308-SW","706795737977","Continue","Active","93","BOCH-134308","Continue","Active","","","","","","","","","","","",""
"BOCH-170935-SW","706795738028","Continue","Active","93","BOCH-170935","Continue","Active","","","","","","","","","","","",""
"BOCH-181449-SW","706795738073","Continue","Active","93","BOCH-181449","Continue","Active","","","","","","","","","","","",""
"BOCH-184417-SW","706795738127","Continue","Active","91","BOCH-184417","Continue","Active","","","","","","","","","","","",""
"BOCH-183927-SW","706795738172","Continue","Active","92","BOCH-183927","Continue","Active","","","","","","","","","","","",""
"BOCH-184220-SW","706795738226","Continue","Active","90","BOCH-184220","Continue","Active","","","","","","","","","","","",""
"BOCH-130932-SW","706795738271","Continue","Active","93","BOCH-130932","Continue","Active","","","","","","","","","","","",""
"SS-TS01-SW","706795738325","Continue","Active","32","SS-TS01","Continue","Active","SS-TS01","Continue","Active","","","","","","","","",""
"SS-TS02-SW","706795738394","Continue","Active","39","SS-TS02","Continue","Active","SS-TS02","Continue","Active","","","","","","","","",""
"SS-TS04-SW","706795738462","Continue","Active","38","SS-TS04","Continue","Active","SS-TS04","Continue","Active","","","","","","","","",""
"SS-TS06-SW","706795738530","Continue","Active","26","SS-TS06","Continue","Active","SS-TS06","Continue","Active","","","","","","","","",""
"SS-TS07-SW","706795738608","Continue","Active","36","SS-TS07","Continue","Active","SS-TS07","Continue","Active","","","","","","","","",""
"SS-TS08-SW","706795738677","Continue","Inactive","0","SS-TS08","Continue","Inactive","","","","","","","","","","","",""
"CRC-MYTH88A-SW","706795735263","Continue","Active","70","CRC-MYTH88A","Continue","Active","CRC-MYTH88A","Continue","Active","","","","","","","","",""
"CRC-MYTH90A-SW","706795735478","Continue","Active","56","CRC-MYTH90A","Continue","Active","CRC-MYTH90A","Continue","Active","","","","","","","","",""
"CRC-MYTH89-SW","706795735409","Continue","Active","54","CRC-MYTH89","Continue","Active","CRC-MYTH89","Continue","Active","","","","","","","","",""
"CRC-MYTH91-SW","706795735614","Continue","Active","73","CRC-MYTH91","Continue","Active","CRC-MYTH91","Continue","Active","","","","","","","","",""
"PTFFLK-C34VP-SW","706795739223","Continue","Active","47","PTFFLK-C34VP","Continue","Active","","","","","","","","","","","",""
"PDCH-KBS19-SW","706795739292","Continue","Active","53","PDCH-KBS19","Continue","Active","PDCH-KBS19","Continue","Active","","","","","","","","",""
"PDCH-KBS20-SW","706795739360","Continue","Active","60","PDCH-KBS20","Continue","Active","PDCH-KBS20","Continue","Active","","","","","","","","",""
"PDCH-KBS21-SW","706795739438","Continue","Active","62","PDCH-KBS21","Continue","Active","PDCH-KBS21","Continue","Active","","","","","","","","",""
"PDCH-KBS22-SW","706795739506","Continue","Active","65","PDCH-KBS22","Continue","Active","PDCH-KBS22","Continue","Active","","","","","","","","",""
"PDCH-KBS23-SW","706795739575","Continue","Active","63","PDCH-KBS23","Continue","Active","PDCH-KBS23","Continue","Active","","","","","","","","",""
"PDCH-KBS24-SW","706795739643","Continue","Active","67","PDCH-KBS24","Continue","Active","PDCH-KBS24","Continue","Active","","","","","","","","",""
"PDCH-KBS25-SW","706795739711","Continue","Active","66","PDCH-KBS25","Continue","Active","PDCH-KBS25","Continue","Active","","","","","","","","",""
"PDCH-KBS26-SW","706795739780","Continue","Active","68","PDCH-KBS26","Continue","Active","PDCH-KBS26","Continue","Active","","","","","","","","",""
"PRCT-BO01B-SW","706795739926","Continue","Inactive","47","PRCT-BO01B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO02B-SW","706795739995","Continue","Inactive","47","PRCT-BO02B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO03B-SW","706795740069","Continue","Inactive","46","PRCT-BO03B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO04B-SW","706795740137","Continue","Inactive","48","PRCT-BO04B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO05B-SW","706795740205","Continue","Inactive","46","PRCT-BO05B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO06B-SW","706795740274","Continue","Inactive","45","PRCT-BO06B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO07B-SW","706795740342","Continue","Inactive","43","PRCT-BO07B","Continue","Inactive","","","","","","","","","","","",""
"PRCT-BO08B-SW","706795740410","Continue","Inactive","45","PRCT-BO08B","Continue","Inactive","","","","","","","","","","","",""
"SS-TS09-SW","706795739858","Continue","Inactive","0","SS-TS09","Continue","Inactive","","","","","","","","","","","",""
"VPCH-VET1220-SW","706795740557","Continue","Inactive","0","VPCH-VET1220","Continue","Inactive","","","","","","","","","","","",""
"VPCH-VET1221-SW","706795740625","Continue","Inactive","0","VPCH-VET1221","Continue","Inactive","","","","","","","","","","","",""
"VPCH-VET1222-SW","706795740694","Continue","Inactive","0","VPCH-VET1222","Continue","Inactive","","","","","","","","","","","",""
"VPCH-140805-SW","706795740489","Continue","Inactive","0","VPCH-140805","Continue","Inactive","VPCH-140805-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-VET160401-SW","706795741295","Continue","Inactive","0","VPCH-VET160401","Continue","Inactive","","","","","","","","","","","",""
"VPCH-VET160405-SW","706795741363","Continue","Inactive","0","VPCH-VET160405","Continue","Inactive","","","","","","","","","","","",""
"JTCT-DS02-SW","706795740878","Continue","Inactive","0","JTCT-DS02","Continue","Inactive","","","","","","","","","","","",""
"JTCT-DS03-SW","706795740946","Continue","Inactive","0","JTCT-DS03","Continue","Inactive","","","","","","","","","","","",""
"JTCT-DS04-SW","706795741011","Continue","Inactive","0","JTCT-DS04","Continue","Inactive","","","","","","","","","","","",""
"JTCT-DS05-SW","706795741080","Continue","Inactive","0","JTCT-DS05","Continue","Inactive","","","","","","","","","","","",""
"JTCT-DS06-SW","706795741158","Continue","Inactive","0","JTCT-DS06","Continue","Inactive","","","","","","","","","","","",""
